"model_id","origin_date","scenario_id","location","target","horizon","output_type","output_type_id","value"
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.6,207604
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.65,214878.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.7,221679.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.75,231460
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.8,241170.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.85,258691.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.9,273596.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.95,313471.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.975,368711
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"quantile",0.99,414528.56
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",13,"median",NA,205835.140562249
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.01,97376.52
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.025,104963.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.05,111024.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.1,119781
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.15,125878.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.2,127853.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.25,133796
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.3,138985
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.35,144199
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.4,148240.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.45,156313
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.5,161140
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.55,164235.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.6,170109
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.65,176932.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.7,181494.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.75,189996
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.8,199400.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.85,210492.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.9,225882
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.95,259376.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.975,298751.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"quantile",0.99,346653.36
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",14,"median",NA,168779.562248996
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.01,78739.64
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.025,83688.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.05,90131.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.1,95489.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.15,100813
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.2,103609.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.25,107415
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.3,110346.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.35,115745
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.4,118873.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.45,124889
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.5,128791
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.55,131984.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.6,138066.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.65,141304.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.7,146190.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.75,151264
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.8,160350.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.85,166639.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.9,186475.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.95,212843.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.975,239676
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"quantile",0.99,272708.96
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",15,"median",NA,135701.815261044
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.01,61261.88
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.025,65536.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.05,69753.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.1,74006.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.15,78792.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.2,81433.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.25,83906
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.3,85892.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.35,89630.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.4,92475.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.45,96236.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.5,100227
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.55,102782.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.6,105638.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.65,110600.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.7,114812.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.75,117290
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.8,123446
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.85,128579.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.9,145857.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.95,172883.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.975,186605
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"quantile",0.99,205758.36
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",16,"median",NA,105660.574297189
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.01,44252.16
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.025,48200.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.05,51085.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.1,54506.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.15,57271.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.2,60440.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.25,61785
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.3,64206.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.35,65988.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.4,68126
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.45,70618.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.5,73657
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.55,75494.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.6,79466.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.65,82547.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.7,84070.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.75,87626
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.8,92747.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.85,95438.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.9,110192.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.95,132139
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.975,140847
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"quantile",0.99,153816.56
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",17,"median",NA,78473.4979919679
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.01,23132.04
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.025,26127.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.05,27381.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.1,30187.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.15,32741.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.2,34641.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.25,35381
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.3,37640.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.35,39006.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.4,40096
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.45,42018
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.5,43608
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.55,46010
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.6,48367.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.65,50823.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.7,52318
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.75,53792
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.8,58011.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.85,61988
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.9,71072.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.95,87998.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.975,94825.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"quantile",0.99,112939.32
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",18,"median",NA,48109.3534136546
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.01,16147.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.025,18607.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.05,19060.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.1,20885.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.15,22761.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.2,24029.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.25,25056
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.3,26516.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.35,27243.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.4,28155.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.45,29441.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.5,30416
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.55,32252
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.6,34007.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.65,36123.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.7,36746
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.75,38469
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.8,40168.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.85,43456.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.9,50203.4000000001
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.95,62893.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.975,67756.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"quantile",0.99,78704.76
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",19,"median",NA,33799.124497992
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.01,10985.76
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.025,12361
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.05,12965.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.1,14040
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.15,15471.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.2,16259.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.25,17142
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.3,17675.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.35,18384.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.4,19354.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.45,20054.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.5,20757
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.55,22072.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.6,22946
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.65,24316.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.7,25286.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.75,26102
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.8,27361.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.85,29368
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.9,34229.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.95,42391
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.975,46831.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"quantile",0.99,52922.28
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",20,"median",NA,23005.7590361446
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.01,7195.92
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.025,7971.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.05,8470.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.1,9300.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.15,10206.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.2,10753.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.25,11166
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.3,11482.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.35,12260
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.4,12901.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.45,13318.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.5,13726
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.55,14616.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.6,15456.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.65,16166.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.7,16732.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.75,17370
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.8,18028.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.85,19441.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.9,23071.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.95,28348.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.975,31045.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"quantile",0.99,36524.44
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",21,"median",NA,15273.7309236948
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.01,4775.08
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.025,5165.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.05,5337.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.1,6014.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.15,6497.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.2,6838
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.25,7148
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.3,7462.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.35,7883.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.4,8215.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.45,8610.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.5,9065
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.55,9554
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.6,9951.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.65,10366.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.7,10869.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.75,11146
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.8,11793
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.85,12870.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.9,15021
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.95,18451.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.975,20547
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"quantile",0.99,24013.56
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",22,"median",NA,9905.03614457831
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.01,2976.96
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.025,3208.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.05,3409.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.1,3905.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.15,4251.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.2,4422.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.25,4621
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.3,4797.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.35,5108
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.4,5337.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.45,5585.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.5,5895
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.55,6182
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.6,6506.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.65,6749.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.7,7008
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.75,7268
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.8,7838
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.85,8463.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.9,9727.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.95,11604.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.975,13140.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"quantile",0.99,16240.84
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",23,"median",NA,6439.46987951807
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.01,1887.76
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.025,2137.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.05,2204.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.1,2557.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.15,2760.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.2,2866.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.25,3011
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.3,3147.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.35,3327.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.4,3547.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.45,3721.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.5,3896
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.55,4002.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.6,4252
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.65,4386.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.7,4604
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.75,4834
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.8,5173.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.85,5548
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.9,6580.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.95,7741.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.975,8661.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"quantile",0.99,11260.76
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",24,"median",NA,4240.11646586345
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",25,"quantile",0.01,1255.96
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",25,"quantile",0.025,1282.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",25,"quantile",0.05,1376
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",25,"quantile",0.1,1578.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",25,"quantile",0.15,1721.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",25,"quantile",0.2,1809.6
